uid,rosterNo,displayName,column,value,sourceUrl,confidence,notes,applied
MG-082,82,Porsche 911 Turbo 3.3 (930),stockPowerPs,300,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,Euro-spec figure; grey-import to Japan,yes
MG-082,82,Porsche 911 Turbo 3.3 (930),stockTyre,205/55VR16,https://www.uniquecarsandparts.com/car_info_porsche_930.htm,MED,"Front size; rear is 225/50VR16 per this source, though another source (carsguide-linked search result) gave 245/50R16 for the rear on later cars",yes
MG-082,82,Porsche 911 Turbo 3.3 (930),styleBase,13,,SUGGESTION,"Iconic whale-tail silhouette but restrained, classic 911 lines rather than showy; subtler than the roster's modern supercars",yes
MG-082,82,Porsche 911 Turbo 3.3 (930),topSpeedKmh,260.9,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,,yes
MG-082,82,Porsche 911 Turbo 3.3 (930),torqueRpm,4000,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,,yes
MG-082,82,Porsche 911 Turbo 3.3 (930),tyreCompound,sport,https://www.uniquecarsandparts.com/car_info_porsche_930.htm,LOW,"Judgement call based on the sourced tyre spec, not an independently documented compound category",yes
MG-082,82,Porsche 911 Turbo 3.3 (930),weightDistributionFront,38,https://fastestlaps.com/models/porsche-911-turbo-3-3-930,LOW,Figure found was specifically for a 1981 example (38.4% front); chassis unchanged across the 3.3 turbo run so treated as representative,yes
MG-082,82,Porsche 911 Turbo 3.3 (930),wheelbaseMm,2272,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,Corroborated by uniquecarsandparts.com,yes
MG-082,82,Porsche 911 Turbo 3.3 (930),widthMm,1775,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,Corroborated by uniquecarsandparts.com,yes
MG-082,82,Porsche 911 Turbo 3.3 (930),yearFrom,1978,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,First year of the intercooled 3.3-litre engine,yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),aspiration,twin-turbo,https://www.carfolio.com/nissan-skyline-gt-r-v%C2%B7spec-ii-721237,HIGH,,yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),chassisCode,BNR34,https://www.carfolio.com/nissan-skyline-gt-r-v%C2%B7spec-ii-721237,HIGH,,yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),dragCd,0.34,https://en.wikipedia.org/wiki/List_of_automobile_drag_coefficients,MED,"Wing-angle dependent; 0.34 is the baseline figure cited for R34 GT-R, corroborated by enthusiast-forum measurement discussion",yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),engineCode,RB26DETT,https://www.carfolio.com/nissan-skyline-gt-r-v%C2%B7spec-ii-721237,HIGH,,yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),engineConfig,I6,https://www.carfolio.com/nissan-skyline-gt-r-v%C2%B7spec-ii-721237,HIGH,,yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),heightMm,1360,https://www.carfolio.com/nissan-skyline-gt-r-v%C2%B7spec-ii-721237,HIGH,Corroborated by Wikipedia,yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),powerRpm,6800,https://www.carfolio.com/nissan-skyline-gt-r-v%C2%B7spec-ii-721237,HIGH,,yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),quotedPowerPs,280,https://www.carfolio.com/nissan-skyline-gt-r-v%C2%B7spec-ii-721237,HIGH,JDM gentlemen's-agreement advertised figure; settled stockPowerPs (285) reflects the higher real output,yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),stockTyre,245/40R18,https://www.carfolio.com/nissan-skyline-gt-r-v%C2%B7spec-ii-721237,HIGH,Same size front and rear,yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),styleBase,18,,SUGGESTION,"Circular tail lights, aggressive front bumper and GT wing; among the most beloved GT-R designs, on par with or above the already-scored BNR32 (17)",yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),torqueRpm,4400,https://www.carfolio.com/nissan-skyline-gt-r-v%C2%B7spec-ii-721237,HIGH,Matches the already-settled peakTorqueNm of 392 exactly,yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),tyreCompound,sport,https://www.carfolio.com/nissan-skyline-gt-r-v%C2%B7spec-ii-721237,LOW,"Judgement call based on the sourced tyre spec, not an independently documented compound category",yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),wheelbaseMm,2665,https://www.carfolio.com/nissan-skyline-gt-r-v%C2%B7spec-ii-721237,HIGH,Corroborated by Wikipedia,yes
MG-083,83,Nissan Skyline GT-R V-Spec II (BNR34),widthMm,1785,https://www.carfolio.com/nissan-skyline-gt-r-v%C2%B7spec-ii-721237,HIGH,Corroborated by Wikipedia,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),aspiration,NA,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,Triple Mikuni-Solex carburettors,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),chassisCode,KPGC10,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),curbWeightKg,1100,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,Official Nissan Heritage Collection figure,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),displacementCc,1989,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),drivetrain,RWD,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,"Front-engine RWD (""FR"" layout); file mixes FR/RWD vocab, using RWD to match this roster's flagship-tier convention",yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),engineCode,S20,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),engineConfig,I6,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,DOHC 4-valve,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),heightMm,1370,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),peakTorqueNm,176,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),powerRpm,7000,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),quotedPowerPs,160,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,Pre-dates the JDM gentlemen's agreement by two decades; quoted equals real output,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),redlineRpm,7000,https://en.wikipedia.org/wiki/Nissan_S20_engine,MED,S20 wiki treats 7000rpm as the standard-tune redline (power peak coincides with it),yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),stockPowerPs,160,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),stockTyre,6.45H14,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,Period bias-ply sizing (6.45H-14-4PR); corroborated by carfolio.com,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),styleBase,12,,SUGGESTION,Boxy 1970-71 coupe with subtle over-fenders; handsome and hugely significant to JDM culture but visually modest next to the roster's modern exotics,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),topSpeedKmh,200,https://www.carfolio.com/nissan-skyline-2000-gt-r-hardtop-35992,MED,Single-source figure for the 1970 model year,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),torqueRpm,5600,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),tyreCompound,performance,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,LOW,"Judgement call; period bias-ply tyre technology means true ""sport"" grip is anachronistic despite the car's racing pedigree",yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),weightDistributionFront,55,https://www.carfolio.com/nissan-skyline-2000-gt-r-hardtop-35992,MED,Single-source figure,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),wheelbaseMm,2570,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),widthMm,1665,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,,yes
MG-084,84,Skyline 2000GT-R Hakosuka (KPGC10),yearFrom,1970,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/skyline_hardtop_2000gt-r.html,HIGH,First year of the KPGC10 hardtop coupe (the 1969 PGC10 was a four-door sedan),yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),aspiration,NA,https://www.carfolio.com/mazda-110s-cosmo-sport-94600,HIGH,,yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),chassisCode,L10B,https://www.automobile-catalog.com/car/1972/1579160/mazda_cosmo_sport_110_s_l10b.html,HIGH,"Automobile-catalog lists L10B across 1968-1972, matching this row's settled yearFrom of 1972",yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),engineCode,0813,,MED,"Series II Cosmo's rotary engine designation (bored-out successor to the Series I 0810 unit), from aggregated enthusiast-history sources",yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),engineConfig,rotary-2,https://www.carfolio.com/mazda-110s-cosmo-sport-94600,HIGH,Two-rotor Wankel,yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),heightMm,1165,https://www.carfolio.com/mazda-110s-cosmo-sport-94600,HIGH,,yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),powerRpm,7000,https://www.carfolio.com/mazda-110s-cosmo-sport-94600,HIGH,,yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),quotedPowerPs,130,https://www.carfolio.com/mazda-110s-cosmo-sport-94600,HIGH,Pre-dates the JDM gentlemen's agreement; matches settled stockPowerPs exactly,yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),redlineRpm,7000,https://www.carfolio.com/mazda-110s-cosmo-sport-94600,HIGH,,yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),stockTyre,155HR15,https://www.carfolio.com/mazda-110s-cosmo-sport-94600,HIGH,,yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),styleBase,17,,SUGGESTION,"Long pointed nose, rotary-inspired futuristic 1967 shape; widely regarded as one of the most beautiful Japanese cars ever made",yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),topSpeedKmh,185,https://www.conceptcarz.com/s27974/mazda-cosmo-sport-series-ii-l10b.aspx,LOW,"Figure specific to the Series II L10B (via search result synthesis, direct fetch failed); a separate carfolio entry gives 200km/h but appears to conflate Series I and II data",yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),torqueRpm,5000,https://www.carfolio.com/mazda-110s-cosmo-sport-94600,HIGH,Matches the settled peakTorqueNm of 140 closely (source states 139Nm),yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),tyreCompound,performance,https://www.carfolio.com/mazda-110s-cosmo-sport-94600,LOW,"Judgement call; flagship GT car of its era but period bias-belted tyres, not a modern ""sport"" grade",yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),wheelbaseMm,2350,https://www.carfolio.com/mazda-110s-cosmo-sport-94600,HIGH,Corroborated: Series II added 150mm over Series I's 2200mm wheelbase per independent search corroboration,yes
MG-085,85,Mazda Cosmo Sport 110S (Series II),widthMm,1595,https://www.carfolio.com/mazda-110s-cosmo-sport-94600,HIGH,,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,aspiration,NA,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,chassisCode,W201,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,Full works designation W201 E25/2/201.036,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,curbWeightKg,1340,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,displacementCc,2463,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,dragCd,0.308,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,"Famous engineering result: the Evolution II aero package (flush panels, adjustable rear wing) reduced drag versus the standard 190E despite its wilder looks",yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,drivetrain,RWD,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,"File mixes FR/RWD vocab, using RWD to match this roster's flagship-tier convention",yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,engineCode,M102E25,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,Full works designation M102 E25/2/102.992,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,engineConfig,I4,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,Cosworth-developed 16-valve head,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,heightMm,1342,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,peakTorqueNm,245,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,powerRpm,7200,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,quotedPowerPs,235,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,No JDM cap applies; grey import to Japan,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,redlineRpm,7700,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,stockPowerPs,235,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,Grey import to Japan; Euro-spec figure,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,stockTyre,245/40R17,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,Same size front and rear,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,styleBase,16,,SUGGESTION,Deliberately outrageous Group A aero kit and huge adjustable rear wing on a 3-box saloon; one of the most visually shocking homologation cars ever sold,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,topSpeedKmh,250,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,torqueRpm,5000,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,Peak torque is a plateau from 5000-6000rpm; lower bound reported,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,tyreCompound,sport,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,LOW,Judgement call; genuine Group A homologation aero package,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,wheelbaseMm,2665,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,widthMm,1720,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,,yes
MG-086,86,Mercedes 190E 2.5-16 Evolution II,yearFrom,1990,https://www.carfolio.com/mercedes-benz-190e-2.5-16-evolution-ii-64933,HIGH,,yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),aspiration,NA,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,Same S20 engine and carburettors as the KPGC10,yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),chassisCode,KPGC110,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,,yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),curbWeightKg,1145,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,MED,"An alternate source (period road-test summary) implies ~1125kg (""25kg heavier than the KPGC10's 1100kg""); reported the directly-stated figure",yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),displacementCc,1989,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,,yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),drivetrain,RWD,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,"File mixes FR/RWD vocab, using RWD to match this roster's flagship-tier convention",yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),engineCode,S20,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,Unchanged from the KPGC10,yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),engineConfig,I6,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,,yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),heightMm,1380,https://www.whichcar.com.au/features/1973-nissan-kpgc110-skyline-gt-r-kenmeri-history,MED,"Derived: KPGC10's official 1370mm height + this source's stated ""10mm taller than KPGC10""; corroborated by this same source's independently-stated 54.3in (1379mm)",yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),peakTorqueNm,176,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,"""No change"" from the KPGC10's torque figure per multiple sources",yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),powerRpm,7000,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,,yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),quotedPowerPs,160,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,Pre-dates the JDM gentlemen's agreement; quoted equals real output,yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),redlineRpm,7000,https://en.wikipedia.org/wiki/Nissan_S20_engine,MED,Same S20 engine as the KPGC10,yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),stockPowerPs,160,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,,yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),styleBase,10,,SUGGESTION,"Softer, more conservative rounded 1973 lines than the Hakosuka it replaced; least visually striking of the classic GT-Rs",yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),topSpeedKmh,191.5,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,MED,Source states 119mph; converted to km/h,yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),torqueRpm,5600,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,,yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),wheelbaseMm,2610,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,Corroborated by an RM Sotheby's auction listing (102.7in = 2609mm),yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),widthMm,1695,https://www.whichcar.com.au/features/1973-nissan-kpgc110-skyline-gt-r-kenmeri-history,MED,"Derived: KPGC10's official 1665mm width + this source's stated ""30mm wider than KPGC10""; corroborated by this same source's independently-stated 66.7in (1694mm)",yes
MG-087,87,Skyline 2000GT-R Kenmeri (KPGC110),yearFrom,1973,https://supercarnostalgia.com/blog/nissan-kpgc-110-skyline-gt-r,HIGH,Sales began January 1973,yes
MG-088,88,Honda NSX-R (NA1),chassisCode,NA1,https://global.honda/en/tech/engine/car/C30A_NSX_vtec_DOHC/,HIGH,Already in the roster displayName,yes
MG-088,88,Honda NSX-R (NA1),dragCd,0.32,https://en.wikipedia.org/wiki/List_of_automobile_drag_coefficients,MED,"Wikipedia's list gives 0.32 for the 1990 NSX; NSX-R shares an identical body, no NSX-R-specific figure found",yes
MG-088,88,Honda NSX-R (NA1),engineCode,C30A,https://global.honda/en/tech/engine/car/C30A_NSX_vtec_DOHC/,HIGH,,yes
MG-088,88,Honda NSX-R (NA1),engineConfig,V6,https://global.honda/en/tech/engine/car/C30A_NSX_vtec_DOHC/,HIGH,VTEC DOHC,yes
MG-088,88,Honda NSX-R (NA1),heightMm,1170,,MED,Converted from 46.1in via search-result synthesis; not independently verified in mm,yes
MG-088,88,Honda NSX-R (NA1),powerRpm,7300,https://global.honda/en/tech/engine/car/C30A_NSX_vtec_DOHC/,HIGH,5-speed manual figure (280PS); the 4AT variant made 265PS at 6800rpm,yes
MG-088,88,Honda NSX-R (NA1),quotedPowerPs,280,https://global.honda/en/tech/engine/car/C30A_NSX_vtec_DOHC/,HIGH,Matches settled stockPowerPs; no discrepancy found for this car,yes
MG-088,88,Honda NSX-R (NA1),redlineRpm,8000,https://global.honda/en/tech/engine/car/C30A_NSX_vtec_DOHC/,HIGH,5MT figure; fuel cut at 8300rpm per a corroborating source (jdmmeikan.com),yes
